month-day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
05-17,0.01,5.07,0,0,0.28,0.72,0.05,0.15,0.27,5.89,0,1.83,0.02,30.03,0,1.22,0.03,0.01,0,0.19,0.05
05-18,0.04,6.36,0,0,1.19,0,0.2,0.37,0,16.38,0.07,0.12,3.07,11.97,0,0.02,0.1,0.18,0.11,0,0
05-19,0.12,0.16,0.01,0.13,0.73,0,0.01,0.43,0.04,0.09,0.28,1.12,0.71,0.01,0,0,0.39,2.23,0.18,0,0
05-20,4.44,0.04,0,0.15,8.35,0,0,0.19,0.18,0,5.69,2.12,3.29,0,0,0.37,2.5,1.2,0.34,0,1.12
05-21,21.72,0,0.01,0.03,13.99,0.1,0.02,0.56,0,0,15.48,0.51,7.47,0.09,0,0.06,0.01,1.6,0,19.47,1.61
05-22,10.61,1.14,0.01,0,19.22,0.41,1.37,0.05,0,0.01,0.22,0.02,0,0.04,0,0,0,0,0,8.71,4.49
05-23,0.17,15.98,0.01,0,0.85,0.03,0.52,0,0,0.02,0,0.01,0.03,0,0,0,0,0,0.14,0.26,0.25
05-24,0.04,0.65,0.01,0,0,0.71,0,0,0,0.07,0.66,0,0.29,0.42,0,0,0,0,0.05,0.09,0
05-25,0.02,0.2,8.73,0.15,0.12,0.44,4.48,0,4.21,0.59,0.46,0,0.39,0.29,0.2,0.67,0.04,0,0.02,0.01,1.08
05-26,0,0.35,2.95,0.22,19.75,0,0.43,0.16,39.61,0.38,0,0.01,0.21,0,0.42,0.74,0.05,0.02,0,0.01,0.68
05-27,0.02,0.01,0.37,0,24,0,0,0.22,14.68,48.11,0,0,0.23,0,0.17,0,0.15,0.39,0,0,0
05-28,0.06,1.02,0.23,0.03,0.08,0.16,1.98,0,0.36,13.66,0.26,1.16,1.32,0.04,7.99,0,0.05,0.09,0,0,0
05-29,0,0.2,0.19,0.82,0,0.62,1.82,0,0.05,0,1.4,0.23,7.44,0.06,28.9,1.7,0.02,0,0,0,0
05-30,0.02,0,0.03,4.94,0.01,0.14,0,0,0,0.01,0.07,0.03,0.4,0.04,0.35,0.99,0,0,0,0,0
05-31,0.06,0,0.24,7.86,0,0,0,0,0,5.31,0.03,0,0.01,0,0,2.12,0,0,0,0,0
06-01,0,0.22,7.19,0.01,0,0,0.13,0.01,0.05,0.06,0.01,0,0.13,0,0,0.09,0,0.05,0.2,0.05,0.02
06-02,0,2.36,1.05,0,0.04,0.63,0.11,0.05,0.22,0.1,0.01,0.02,11.15,0,0.03,0,3.87,0.01,0.28,3,0
06-03,0.07,0.01,0.72,0,0.27,0.74,0,0.13,0,0,23.72,0.04,18.25,0,0.09,0,4.59,0,4.92,0,0
06-04,0.03,0,0.03,0.34,14.19,0,0,0.17,0,0,1.11,0,0.04,0,0,0.08,0,0.09,2.06,0,0.1
06-05,0,0,2.72,0.74,0.78,0,0,3.58,0.02,0.02,0.12,0.39,0,0,0,0.17,0,0,0.53,0,0.1
06-06,0,0.01,2.05,0.1,0,0.31,0,3.02,0,0,4.72,0.95,0,0,0,0.07,0,0.02,0.07,0,0.06
06-07,0.03,1.68,41.19,0.01,0.22,0.3,0,1.15,0,0.01,2.31,0,0,13.45,0,0,0.14,0.01,0.02,0.01,0
06-08,0.09,0.04,12.94,0.05,0.02,0.02,0.11,1.16,0,0.46,12.54,0.12,0,1.25,0,0,0,0.06,0.05,2.35,19.92
06-09,7.4,0.15,0.21,0.01,0,0,0.47,0,0.1,0.01,0,0.6,0,0,4.05,0,0,0.97,0,1.27,0.84
06-10,0.42,15.99,0.02,0,0.01,0,0.35,0.04,0.01,0,0.33,0,0,0,16.65,0,0,0,0,0,0.01
06-11,0,0,0,0.04,0,0,3.84,0.11,1.09,0,48.98,0,0,0,9.82,1.22,4.99,0,0,0,0.1
06-12,0,0.11,0.51,3.95,0,0,0.17,0.07,10.27,0,2.48,0.01,0.01,0,0.05,7.97,15.88,0.48,0,0,19.4
