month-day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
05-22,2.16,13.07,2.43,0.02,1.13,3.94,0.41,0.38,0,1.75,0.01,0.33,5.97,0.05,6.15,0.12,0,0.09,0.29,0.4,3.45
05-23,0.28,6.84,10.75,7.55,5.63,12.07,0.54,1.09,0,7.17,1.96,0.02,3.74,1.31,3.17,0.13,0.04,0.5,0.56,0.02,0.75
05-24,2.73,0.03,1.95,0.11,5.32,12.12,20.02,0.22,0,0.25,5.49,6.04,9.24,3.93,0.49,0.15,9.72,4.6,0.01,0.34,1.01
05-25,4.02,0.06,0.28,0.01,4.61,5.37,27.28,5.86,0.04,0.8,0.36,4.48,5.8,0.05,3.86,0.01,28.49,0.87,1.03,0.01,0.3
05-26,0.02,0.15,2.56,0.01,2.64,1.18,13.1,19.35,0.16,0.05,1.96,0.42,0.81,0.05,2.28,0.02,0.46,0.09,1.2,0.66,0.31
05-27,0,1.17,12.84,0,2.17,0.28,2.02,1.33,2.62,3.84,0.02,0.91,6.24,5.91,4.62,0.26,0.07,0.04,0.3,1.54,0.3
05-28,9.42,0.73,0.51,0,0.64,0.14,11.75,0.05,0.83,3.15,0.04,0.08,21.61,2.97,3.89,19,0.06,2.43,0.01,0.14,0.1
05-29,1.04,11.38,3.02,0,0.29,0.01,11.93,0.01,3.44,1.3,1.51,0.01,11.07,0.58,3.22,1.52,1.37,14.77,0.07,5.72,6.85
05-30,0.9,4.05,1.54,0.01,0.01,0.73,1.06,0,0.09,0,0.06,0.3,0.53,0.7,1.28,1.63,0.55,8.35,24.26,1.16,0.28
05-31,1.54,0.83,1.68,0.01,0,5.66,0.18,0,0.82,0,0.03,0.32,6.4,0.67,1.21,6.49,0.04,13.57,1.71,0.14,0.01
06-01,0.01,1.72,1.42,4.82,0.8,1.68,10.63,0.02,0.66,0.01,0.05,0.27,2.03,0.69,1.5,12.27,8.58,4.58,13.61,0.12,0.02
06-02,0.03,0.34,0.18,0.68,7.18,0.02,5.8,0.01,0.09,0.03,0.22,11.76,0.42,1,0.84,3.05,2.16,0.01,5.15,0.05,0
06-03,0.1,1.42,0.03,2.6,0.53,0.01,1,0.03,0.32,0.24,0.03,8.83,0,0.76,0.96,0.28,2.45,0.08,2.33,0,0
06-04,4.13,1.58,12.38,0,2.16,0.05,0.1,2.43,0.19,15.34,0,9.19,0,3.74,5.84,1.06,23.58,0.15,0.13,1.52,0.01
06-05,1.8,0.37,0.7,0.2,0,0.04,0.08,3.13,10.51,2.25,0.02,1.19,0.02,3.2,2.58,23.03,5.56,0.14,0.06,7.08,0.01
06-06,1.17,2.16,0,0.03,0.05,0.56,23.74,2.92,26.29,0.73,0,0.1,0.03,2.46,6.07,0.16,6.05,0.5,2.28,1.77,0.19
06-07,0.67,0.02,0,0.52,7.77,0.33,9.57,4.52,3.11,0,0.47,0,0.02,0.97,10.27,1.42,0.37,0.82,2,0.47,0.21
06-08,0.08,0.05,0.42,0.46,2.23,0.02,11.04,9.87,0.02,0.33,1.82,0.11,0.02,0.96,0.6,0.11,0.01,0.36,3.33,0.13,0.15
06-09,0.06,0.03,0.06,0.02,0.03,3.63,3.3,0.13,0.06,2.98,17.02,0.17,6.66,0.2,0.04,0.04,0.01,0.23,10.17,1.1,5.3
06-10,1.4,0.11,0.01,0.89,0.01,3.07,0.66,9.46,0.01,0.44,13.95,4.5,3.15,0.13,0.03,0.13,0.01,0.19,2.21,0.1,2.87
06-11,1.43,4.02,0.8,3.85,0,0.79,5.74,5.14,0.47,0.3,4.77,1.95,0.06,0.03,2.78,0.56,0.02,0.16,9.2,0,0.06
06-12,0.02,2.57,22.51,0.43,0,11.33,4.11,0.03,0.83,0.6,1.42,2.92,25.9,0.12,19.36,2.84,3.13,0.29,12.3,0.09,0.09
06-13,0.06,2.59,2.9,0.14,0.01,1.36,2.81,0,0.37,0.22,0.02,0.04,0.21,0.72,17.13,19.57,0.13,0.48,5.47,0.27,0.52
06-14,0.59,2.79,0.1,0.72,0,0.55,1.43,0,0.72,1.34,0.01,0.03,0.02,0.26,0.7,0.91,0.03,5.68,0.12,0.18,26.64
06-15,1.44,1.54,0.07,1.83,0,0,7.39,0.18,3.68,0.16,0.05,7.3,0.09,0.01,0.33,4.34,0.5,0.48,0.03,0.18,0.99
06-16,1.26,0.42,4.81,7.43,0.03,2.85,0.08,0.14,7.95,23,2.27,3.6,0.02,0.2,1.5,0.21,4.88,0.41,0.1,0.03,1.55
