month-day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
05-22,1.3,0.94,0.87,2.11,6.9,0.29,2.3,10.8,1.55,1.05,5.71,0.29,0.24,5.93,5.34,0.45,0.41,0,1.58,13.31,5.38
05-23,12.58,1.08,0.92,2.27,6.28,0.01,2.01,6.31,0.34,1.33,20.07,1.69,1.78,1.31,4.43,2.01,0.93,0.32,3.38,3.63,8.78
05-24,10.07,0.06,2.98,1.31,11.55,0.07,4.69,2.5,1.05,7.53,3.15,12.19,0.68,1.18,1.47,1.19,1.22,2.05,0.69,12.83,2.39
05-25,1.86,11.77,0.32,2.36,5.15,0,1.01,1.51,0.36,3.8,0.01,3.97,1.11,2.21,0.97,2.17,0.71,0.76,0.6,6.11,1.78
05-26,11.09,15.13,0.3,0.09,5.92,2.89,0,2.79,5.35,5.54,0,1.74,0.21,0.39,0.79,9.91,2.29,0.93,1.68,6.36,3.17
05-27,1.52,1.09,0.24,1.41,10,0.45,0,3.14,1.69,6.7,0.73,1.02,0.95,0.1,0.83,0.22,0.78,0.12,0.24,11.85,7.43
05-28,1.26,0.01,0.56,0.1,10.86,0.28,0,3.94,0.57,2.97,0.53,4.44,4.97,0.25,2.49,2.85,3.1,1.96,2.44,5.53,19.45
05-29,7.46,0,0.47,16.44,3.77,0.03,7.53,0.9,1.19,6.32,6.99,2.15,3.63,0.1,1.25,3.09,8.19,4.21,0.65,10.5,6.51
05-30,0.74,0.47,0.32,10.88,0.2,0,2.06,1.28,0.38,12.43,5.08,3.92,2.77,0.06,2.15,8.09,6.76,2.24,0.65,8.86,0.21
05-31,0.96,0.03,1.3,12.06,0,0,6.66,2.43,12.22,1.08,2.65,2.12,4.09,5.77,0.64,7,2.49,2.43,2.87,5.18,0.08
06-01,1.13,1.6,3.4,4.89,1.22,0.3,1.85,2.18,1.68,1.34,4.07,3.38,1.51,0.88,0.77,6.02,20.64,0.32,3.96,2.04,0.1
06-02,2.09,0.79,3.83,4.69,1.31,0.21,0.83,5.84,3.19,1.62,1.31,2.76,4.97,1.58,0.17,1.51,6.68,1.09,5.69,0.52,3.81
06-03,0.8,0.5,0.76,0.42,0.55,1.46,0.43,4.94,0.22,3.13,1.31,0.54,1.82,1.6,1.06,1.93,0.8,6.71,4.66,7.23,1.6
06-04,9.63,0.15,0.73,2.94,0.29,0.08,0.22,1.92,0.62,0.96,0.79,5.07,0.43,0.54,1.64,1.08,1.55,3.58,6.1,2.1,0.98
06-05,0.7,0.03,14.81,3.09,0.01,3.65,0.22,2.2,0.32,0.22,2.08,5.89,2.99,0.47,0.52,1.77,4.96,0.77,2.76,1.69,2.13
06-06,2.88,0,6.68,7.66,0.64,0.98,0.16,2.21,2.47,2.94,1.58,0.77,2.19,0,1.77,0.38,0.29,19.85,5.08,6.29,1.49
